identifiant;nom_etablissement;numero_siret;adresse;code_postal;commune;departement;region;coordonnees_x;coordonnees_y;code_epsg;code_ape;libelle_ape;code_eprtr;libelle_eprtr
0005204823;OMYA S.A.S.;35143644900026;Fôret des plaines - La Fôret;24340;SAINTE-CROIX-DE-MAREUIL;DORDOGNE;NOUVELLE-AQUITAINE;497504.000000;6488773.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006506167;PLACOPLATRE;72980070600420;Rond point du Fayel (RD 3), 95607001;95560;BAILLET-EN-FRANCE;VAL-D'OISE;ILE-DE-FRANCE;648025.000000;6884136.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0006400772;ARDAGH METAL BEVERAGE FRANCE SAS;37965809900013;Z.I. ATHELIA IV;13600;LA CIOTAT;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;911486.000000;6237803.000000;2154;2592Z;Fabrication d'emballages métalliques légers;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0006505859;ETEX France Building (ex SINIAT=;56262077300753;1, rue du Port;95630;MERIEL;VAL-D'OISE;ILE-DE-FRANCE;641549.000000;6886658.000000;2154;2362Z;Fabrication d'éléments en plâtre pour la construction;;
0012200005;ACIERPLUS;44521136000018;Z.A. NORD - 3 rue Jules Verne, BP 55;70400;HERICOURT;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE;982296.000000;6726728.000000;4326;6420Z;Activités des sociétés holding;;
0006704604;SAS VITA COMPOST;69850088100041;Route d'Obermatt;67240;BISCHWILLER;BAS-RHIN;GRAND-EST;1056771.000000;6861945.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0024700051;SUPERFOS Industrie;34451459100025;#2980 lieu-dit le champ de Veilly;71290;LA GENETE;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE;855985.000000;6606693.000000;2154;2222Z;Fabrication d'emballages en matières plastiques;;
0006114608;ISDI - CHEVAL GRANULATS Alixan;31307503800049;Lieu dit Les Garennes;26300;ALIXAN;DROME;AUVERGNE-RHONE-ALPES;858634.000000;6432730.000000;2154;4312A;Travaux de terrassement courants et travaux préparatoires;;
0005801683;EOL;38093716900049;ZI - Rue Lavoisier, BP 32;76260;EU;SEINE-MARITIME;NORMANDIE;586619.000000;6996458.000000;2154;3101Z;Fabrication de meubles de bureau et de magasin;;
0005201174;SCEA FOUGERAIE;45236852500013;Peuité Zillon;33340;SAINT-GERMAIN-D'ESTEUIL;GIRONDE;NOUVELLE-AQUITAINE;394157.000000;6466866.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0006102146;CMN INDUSTRIE S.A.;38029533700022;ZAC de Rosarge, 220 rue de la Dombes - Les Echets;01700;MIRIBEL;AIN;AUVERGNE-RHONE-ALPES;848480.000000;6531168.000000;2154;2511Z;Fabrication de structures métalliques et de parties de structures;;
0006104344;ARC FUSED ALUMINA;38284447000031;38, rue des Fondeurs, Arbine;73540;LA BATHIE;SAVOIE;AUVERGNE-RHONE-ALPES;968981.000000;6507876.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;3.(f);Installations destinées à la fusion de matières minérales, y compris celles destinées à la production de fibres minérales d'une capacité de fusion de 20 tonnes par jour
0009000103;DGA Techniques terrestres;15200039400014;Rocade Est - Echangeur de Guerry;18021;BOURGES;CHER;CENTRE;2.443190;47.068671;4326;8422Z;Défense;;
0005302783;APPIA LIANTS OUEST;43394174700019;LE MOULIN;61100;LA SELLE-LA-FORGE;ORNE;NORMANDIE;438280.000000;6854729.000000;2154;1920Z;Raffinage du pétrole;;
0007404706;RATP;77566343800460;166 BD NATIONAL;92000;NANTERRE;HAUTS-DE-SEINE;ILE-DE-FRANCE;639795.000000;6866004.000000;2154;4931Z;Transports urbains et suburbains de voyageurs;;
0009000116;3° RHC;15400134100010;Base Lieutenant Etienne MANTOUX;55400;ETAIN;MEUSE;GRAND-EST;5.668341;49.224681;4326;3040Z;Construction de véhicules militaires de combat;;
0005703560;SUEZ Organique exTERRALYS (VOUILLERS);34530688000484;lieu dit Le parc;51340;VOUILLERS;MARNE;GRAND-EST;835752.000000;6844162.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;;
0005500541;BREST METROPOLE Centre de tri;24290031400012;Site de l'UIOM du Spernot, Le Spernot;29200;BREST;FINISTERE;BRETAGNE;145075.000000;6839170.000000;2154;8411Z;Administration publique générale;;
0005301334;GBN GRANULATS DE BASSE NORMANDIE;40695003000063;La Grande Jaunais;50800;BOURGUENOLLES;MANCHE;NORMANDIE;385428.000000;6864379.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0005504157;A.D.F;35105725200030;ZAC de la Guénaudière, Rue Augustin Fresnel;35133;FOUGERES;ILLE-ET-VILAINE;BRETAGNE;390376.000000;6813859.000000;2154;3831Z;Démantèlement d'épaves;;
0006200158;SOLVAY OPERATIONS FRANCE;41457405300024;BP 1;54110;DOMBASLE-SUR-MEURTHE;MEURTHE-ET-MOSELLE;GRAND-EST;946169.000000;6841632.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;4.(b).(iv);sels, tels que chlorure d'ammonium, chlorate de potassium, carbonate de potassium, carbonate de sodium, perborate, nitrate d'argent
0006114034;BUTY DECHETS SPECIAUX;44279794000024;5 rue Francine FROMONT, ZI La Rize;69120;VAULX-EN-VELIN;RHONE;AUVERGNE-RHONE-ALPES;850409.000000;6521473.000000;2154;3812Z;Collecte des déchets dangereux;;
0006101982;GERGONNE INDUSTRIE SAS ( EX GPI);48889997200019;Z.I. Nord - Rue de Tamas, BP 1008;01100;ARBENT;AIN;AUVERGNE-RHONE-ALPES;904437.000000;6578280.000000;2154;2229B;Fabrication de produits de consommation courante en matières plastiques;9.(c);Installations destinées au traitement de surface de matières, d'objets ou de produits à l'aide de solvants organiques, notamment pour les opérations d'apprêt, d'impression, de revêtement, de dégraissage, d'imperméabilisation, de collage, de peinture, de nettoyage ou d'imprégnation d'une capacité de consommation de 150 kg par heures ou 200 tonnes par an
0005801056;BODYCOTE;69678042800350;Route d'Envermeu;76510;SAINT-NICOLAS-D'ALIERMONT;SEINE-MARITIME;NORMANDIE;573864.000000;6976915.000000;2154;2561Z;Traitement et revêtement des métaux;;
0007004491;ESTERRA;45550145200086;301 Rue du Président Pompidou;59110;LA MADELEINE;NORD;HAUTS-DE-FRANCE;704534.000000;7062824.000000;2154;3811Z;Collecte des déchets non dangereux;;
0005702526;VEOLIA DEMANTELEMENT SOLUTIONS FRANCE;42421732100043;ZI DE TORVILLIERS;10440;TORVILLIERS;AUBE;GRAND-EST;772848.000000;6799356.000000;2154;4311Z;Travaux de démolition;;
0056900076;AUCHAN HYPERMARCHE;41040946001002;23 PORTE DE LYON;69570;DARDILLY;RHONE;AUVERGNE-RHONE-ALPES;837099.000000;6526083.000000;2154;4711F;Hypermarchés;;
0006303720;FOCAST CHATEAUBRIANT;74993553200012;Zone industrielle du Val Fleury;44110;CHATEAUBRIANT;LOIRE-ATLANTIQUE;PAYS-DE-LA-LOIRE;-1.357567;47.743225;4326;2451Z;Fonderie de fonte;;
0006200980;LES BRONZES D'INDUSTRIE;35680089600017;26 rue de la République, BP 2;57360;AMNEVILLE;MOSELLE;GRAND-EST;929006.000000;6911597.000000;2154;2454Z;Fonderie d'autres métaux non ferreux;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0010002477;CARRIERES DES GRANDS USAGES SNC;34120269500019;Les Grands Usages;18570;LE SUBDRAY;CHER;CENTRE;645209.000000;6658141.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;;
0005102011;PARICHE Gérard SAS;35251483000012;Le vert Bocage;80220;BOUILLANCOURT-EN-SERY;SOMME;HAUTS-DE-FRANCE;602775.000000;6983779.000000;2154;2313Z;Fabrication de verre creux;;
0007000904;HEINZ FRANCE ex-BENEDICTA;43299015800011;15 rue Max Dormoy, BP 119;59113;SECLIN;NORD;HAUTS-DE-FRANCE;701833.000000;7050613.000000;2154;1084Z;Fabrication de condiments et assaisonnements;;
0007003737;DUO emballages ARRAS;50221785400012;ZI ACTIPARC - rue du cardo;62580;BAILLEUL-SIR-BERTHOULT;PAS-DE-CALAIS;HAUTS-DE-FRANCE;688802.000000;7024900.000000;2154;3832Z;Récupération de déchets triés;;
0006701929;INTERPOLYMER;42084648700015;6 rue Marie Curie, ZA Sud;67160;WISSEMBOURG;BAS-RHIN;GRAND-EST;1062972.000000;6891290.000000;2154;2014Z;Fabrication d'autres produits chimiques organiques de base;;
0007000825;GRAFTECH FRANCE SNC;55210698100046;Rue des Garennes, CS 10478;62100;CALAIS;PAS-DE-CALAIS;HAUTS-DE-FRANCE;622324.000000;7097480.000000;2154;2790Z;Fabrication d'autres matériels électriques;9.(d);Installations destinées à la fabrication de carbone (charbon dur) ou d'électrographite par combustion ou graphitisation
0006411944;INEOS TECHNOLOGIES FRANCE SAS (ITF);48993808400014;6 , Avenue de la Bienfaisance, 13117 LAVERA;13117;MARTIGUES;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;862978.000000;6255872.000000;2154;7219Z;Recherche-développement en autres sciences physiques et naturelles;;
0010600158;LABOJAL;39425173000021;77 avenue des Granges, ZA Les Portes du Beaujolais;69240;THIZY;RHONE;AUVERGNE-RHONE-ALPES;799574.000000;6549071.000000;2154;2059Z;Fabrication d'autres produits chimiques n.c.a.;4.(a).(xi);tensioactifs et agents de surface
0006404984;TOLER-PRO S.A.S;34196356900015;10 avenue Olivier Perroy, Zone industrielle;13102;ROUSSET;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;910933.000000;6266878.000000;2154;2550B;Découpage, emboutissage;;
0006700670;STOCKO CONTACT;91622063500012;7 route d'Eichhoffen, CS  40017 Andlau;67140;ANDLAU;BAS-RHIN;GRAND-EST;1027780.000000;6818729.000000;2154;2733Z;Fabrication de matériel d'installation électrique;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
0005500920;ALGAIA;47808014600069;ZI de Ménez Braz, 18 rue du Moulin Neuf;29870;LANNILIS;FINISTERE;BRETAGNE;148269.000000;6854179.000000;2154;1020Z;Transformation et conservation de poisson, de crustacés et de mollusques;;
0006508769;GUINOT;63204187700077;ZAE de Chamlys, 59 rue Marc Seguin - BP 169;77190;DAMMARIE-LES-LYS;SEINE-ET-MARNE;ILE-DE-FRANCE;671288.000000;6823587.000000;2154;2042Z;Fabrication de parfums et de produits pour la toilette;;
0006302607;METAUX FERS VALORYS;32379082400029;ZI Les Plesses, rue Henri Farman;85180;CHATEAU-D'OLONNE;VENDEE;PAYS-DE-LA-LOIRE;337659.000000;6610004.000000;2154;3832Z;Récupération de déchets triés;;
0006810031;ENTREPRISE SEVA;32363458400037;rue Aristide Bergès, ZI Le Casque;31270;CUGNAUX;HAUTE-GARONNE;OCCITANIE;568273.000000;6274015.000000;2154;4222Z;Construction de réseaux électriques et de télécommunications;;
0010600041;DM SAS;35267716500024;ZAC du Bâconnet, 107 allée des Chataigniers;69700;MONTAGNY;RHONE;AUVERGNE-RHONE-ALPES;837469.000000;6503300.000000;2154;3213Z;Fabrication d'articles de bijouterie fantaisie et articles similaires;;
0006513696;Syndi Intercom d'Assainissemt Marne la V;25770410600034;13 Avenue de la Courtillière;77400;SAINT-THIBAULT-DES-VIGNES;SEINE-ET-MARNE;ILE-DE-FRANCE;676055.000000;6863809.000000;2154;3700Z;Collecte et traitement des eaux usées;5.(b);Installations destinées à l'incinération des déchets non dangereux dans le cadre de la directive 2000/76/CE du Parlement européen et du Conseil du 4 décembre 2000 sur l'incinération des déchets d'une capacité de 3 tonnes par heure
0007000538;SARL FONDOIR DE SUIFS BUCHEZ;44715019400010;281 Route de Merville;59940;ESTAIRES;NORD;HAUTS-DE-FRANCE;678080.000000;7060610.000000;2154;1041A;Fabrication d'huiles et graisses brutes;5.(e);Installations destinées à l'élimination ou à la valorisation de carcasses et de déchets d'animaux d'une capacité de traitement de 10 tonnes par jour
0006104025;MERCK SANTE;57202803300122;10, Boulevard De Lattre de Tassigny;69330;MEYZIEU;RHONE;AUVERGNE-RHONE-ALPES;857568.000000;6521816.000000;2154;2110Z;Fabrication de produits pharmaceutiques de base;4.(e);Installations utilisant un procédé chimique ou biologique pour la fabrication industrielle de produits pharmaceutiques de base
0006802430;TOTALENERGIES MARKETING FRANCE;53168044500123;Dépôt de Lespinasse, 5 chemin du champ du Bousquet;31150;LESPINASSE;HAUTE-GARONNE;OCCITANIE;1.383252;43.719742;4326;5210B;Entreposage et stockage non frigorifique;;
0005302137;HME BRASS FRANCE SAS;41021764000052;Usine de Boisthorel;61270;RAI;ORNE;NORMANDIE;521282.000000;6852666.000000;2154;2444Z;Métallurgie du cuivre;2.(e).(ii);destinées à la fusion, y compris l'alliage, de métaux non ferreux et notamment de produits de récupération (affinage, moulage en fonderie, etc.) d'une capacité de fusion de 4 tonnes par jour pour le plomb et le cadmium ou de 20 tonnes par jour pour tous les autres métaux
0006401268;LAFARGEHOLCIM GRANULATS;56211088202011;2625 Route d'Avignon, Quartier Baronne;84300;CAVAILLON;VAUCLUSE;PROVENCE-ALPES-COTE-D'AZUR;859471.000000;6310059.000000;2154;0812Z;Exploitation de gravières et sablières, extraction d'argiles et de kaolin;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006402012;ORTEC Générale de Dépollution - OGD;41792268900019;LE CLOS DE SENEGUIER, CD 19;13680;LANCON-PROVENCE;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE-D'AZUR;877894.000000;6278083.000000;2154;3900Z;Dépollution et autres services de gestion des déchets;5.(c);Installations destinées à l'élimination des déchets non dangereux d'une capacité de 50 tonnes par jour
0005206140;AFM RECYCLAGE;70372026800191;Lieu-dit Le Grand Joula, Avenue Jeanne D'Arc;33130;BEGLES;GIRONDE;NOUVELLE-AQUITAINE;419833.000000;6417062.000000;2154;3832Z;Récupération de déchets triés;;
0007200968;BELLIN TP;32678061600024;Les Minières;86700;PAYRE;VIENNE;NOUVELLE-AQUITAINE;485800.000000;6588626.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0007001787;LESIEUR GENERALE CONDIMENTAIRE SAS;43750765000038;ZI - Rue Charles Fourrier;59760;GRANDE-SYNTHE;NORD;HAUTS-DE-FRANCE;651167.000000;7099876.000000;4326;1084Z;Fabrication de condiments et assaisonnements;8.(b).(ii);matières premières végétales d'une capacité de production de produits finis de 300 tonnes par jour (valeur moyenne sur une base trimestrielle)
0052901153;KERJEAN (SAS) - Site du Hanvec;41909374500026;Boudouguen;29460;HANVEC;FINISTERE;BRETAGNE;171919.000000;6827498.000000;2154;0146Z;Élevage de porcins;7.(a).(ii);disposant de 2 000 emplacements pour porcs de production (de plus de 30 kg)
0003700825;SARL CASS AUTO VG;53436249600018;Route de Villefranche, (site de l'ancienne usine de Talabot), section AM n° 24;81160;SAINT-JUERY;TARN;OCCITANIE;637507.000000;6316669.000000;4326;4532Z;Commerce de détail d'équipements automobiles;;
0007003320;MAN ORGA ( site de LYS les LANNOY );33194137700045;58 RUE DE TOUFFLERS, ZI de Roubaix- Est;59390;LYS-LEZ-LANNOY;NORD;HAUTS-DE-FRANCE;715973.000000;7063794.000000;2154;3109B;Fabrication d'autres meubles et industries connexes de l'ameublement;;
0010012771;Déchèterie de Vauzelle;24370046500012;COMMUNAUTE DE COMMUNES LOCHES DEVELOPPEMENT - ZA VAUZELLE, ZA de Vauzelles -Avenue Georges Pompidou;37600;LOCHES;INDRE-ET-LOIRE;CENTRE;547863.000000;6673014.000000;;8411Z;Administration publique générale;;
0005201623;NANKAI PLYWOOD ROLPIN (NP ROLPIN);80000421000020;Usine de Labouheyre, 1964, rue de la Grande Lande;40210;LABOUHEYRE;LANDES;NOUVELLE-AQUITAINE;387007.000000;6350588.000000;2154;1621Z;Fabrication de placage et de panneaux de bois;;
0005205876;SARL-MONT-COMPOST;44244934400013;Cameton la Campagnotte;64300;MONT;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE;403197.000000;6266164.000000;2154;5210B;Entreposage et stockage non frigorifique;;
0050100111;COMPAGNIE ABATTAGE de BOURG EN BRESSE;33219913200025;32 rue François Arago, Cénord Pôle des viandes;01000;BOURG-EN-BRESSE;AIN;AUVERGNE-RHONE-ALPES;871435.000000;6572053.000000;27572;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0005302036;SOCOPA VIANDES;50851378500214;ZA BEAUMONT;61230;CROISILLES;ORNE;NORMANDIE;500847.000000;6856609.000000;2154;1011Z;Transformation et conservation de la viande de boucherie;8.(a);Abattoirs d'une capacité de production de 50 tonnes de carcasses par jour
0007000837;OUTREAU Technologies (SASU)-(ex MIO);44336874100023;Usine d'OUTREAU - 43 Rue Pierre Curie, BP 119;62230;OUTREAU;PAS-DE-CALAIS;HAUTS-DE-FRANCE;601429.000000;7066639.000000;2154;2452Z;Fonderie d'acier;2.(d);Fonderies de métaux ferreux d'une capacité de productionde 20 tonnes par jour
0007201619;PIGEON GRANULATS LOIRE ANJOU;38418359600061;Les Dimes;86110;CRAON;VIENNE;NOUVELLE-AQUITAINE;471074.000000;6635836.000000;2154;0811Z;Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise;;
0006406645;ISDND CENTRE STOCKAGE DECHETS ULTIMES 04;49489579000017;CD6  Vallon des Serraires;04210;VALENSOLE;ALPES-DE-HAUTE-PROVENCE;PROVENCE-ALPES-COTE-D'AZUR;930252.000000;6305143.000000;2154;3821Z;Traitement et élimination des déchets non dangereux;3.(b);Extraction à ciel ouvert et exploitation en carrière lorsque la surperficie du site où sont effectuées des opérations d'extraction est égale à 25 hectares
0006806348;BELOT Fils;41082423900017;Le Simou;81240;ALBINE;TARN;OCCITANIE;662639.000000;6262226.000000;2154;2015Z;Fabrication de produits azotés et d'engrais;;
0005801637;CLARIANT PRODUCTION FRANCE;69202516600038;Quai Sud;76470;LE TREPORT;SEINE-MARITIME;NORMANDIE;584307.000000;6996994.000000;2154;2399Z;Fabrication d'autres produits minéraux non métalliques n.c.a.;;
0006802586;TERREAL (usine);56211034600235;RN 112, Rieussequel;81240;SAINT-AMANS-SOULT;TARN;OCCITANIE;660727.000000;6263694.000000;2154;2332Z;Fabrication de briques, tuiles et produits de construction, en terre cuite;3.(g);Installations destinées à la fabrication de produits céramiques par cuisson, notamment de tuiles, de briques (simples ou réfractaires), de carrelages, de grès ou de porcelaines d'une capacité de production de 75 tonnes par jour, ou d'une capacité de four de 4 m3 et d'une densité d'enfournement de 300 kg/m3 par four
0005801048;SATIMAT;31947235300022;15, Route de Normandie;76260;LONGROY;SEINE-MARITIME;NORMANDIE;595965.000000;6988255.000000;2154;2313Z;Fabrication de verre creux;;
0007000955;ARCELORMITTAL  ATLANTIQUE et LORRAINE;42117390700062;Site de Mardyck - 3801 route de Spycker, CS 80129;59760;GRANDE-SYNTHE;NORD;HAUTS-DE-FRANCE;650030.000000;7099456.000000;2154;2410Z;Sidérurgie;2.(f);Installations de traitement de surface de métaux et des matières plastiques utilisant un procédé électrolytique ou chimique lorsque le volume des cuves affectées au traitement est égal à 30 m3
